dataset,seed,hidden_dim_1,hidden_dim_2,mlp_dim,dropout,learning_rate,num_layers_LSTM,num_layers_GRU,trained_epochs,valid_loss,train_loss
networkbancor,42,64,32,32,0.001,0,3,3,126,585724.738420759,193528.31901041666
networkbancor,42,64,32,64,0.0001,0,3,3,735,725397.9349888393,109892.5
networkbancor,42,64,32,64,0.001,0,3,3,126,574142.1806291853,238002.25260416666
networkbancor,42,64,64,32,0.0001,0,3,3,776,726659.3345424107,108920.65364583333
networkbancor,42,64,64,32,0.001,0,3,3,126,574770.4264787947,234083.5859375
networkbancor,42,64,64,64,0.0001,0,3,3,530,716534.6782924107,109167.09895833333
networkbancor,42,64,64,64,0.001,0,3,3,126,572788.51789202,251606.32942708334
networkbancor,42,64,128,32,0.0001,0,3,3,541,719264.0856584822,114046.82291666667
networkbancor,42,64,128,32,0.001,0,3,3,126,572946.2601841518,249744.27083333334
networkbancor,42,64,128,64,0.0001,0,3,3,420,710380.9751674107,111383.68489583333
networkbancor,42,64,128,64,0.001,0,3,3,150,572902.8602818081,252950.58984375
networkbancor,42,64,256,32,0.0001,0,3,3,404,707256.1462053572,109005.01822916667
networkbancor,42,64,256,32,0.001,0,3,3,126,572847.6719796316,253363.57291666666
networkbancor,42,64,256,64,0.0001,0,3,3,365,705457.4280133928,110710.7734375
networkbancor,42,64,256,64,0.001,0,3,3,137,573467.72882952,251375.43098958334
networkbancor,42,128,32,32,0.0001,0,3,3,1000,791916.0334821428,112370.34635416667
networkbancor,42,128,32,32,0.001,0,3,3,126,581980.8023158482,204662.109375
networkbancor,42,128,32,64,0.0001,0,3,3,761,725912.0030691965,110734.390625
networkbancor,42,128,32,64,0.001,0,3,3,126,573635.6053989956,241983.25260416666
networkbancor,42,128,64,32,0.0001,0,3,3,838,726036.267578125,109518.23958333333
networkbancor,42,128,64,32,0.001,0,3,3,126,575757.2219587053,229907.72916666666
networkbancor,42,128,64,64,0.0001,0,3,3,568,718759.5089285715,109937.359375
networkbancor,42,128,64,64,0.001,0,3,3,126,572762.2795410156,252178.05208333334
networkbancor,42,128,128,32,0.0001,0,3,3,695,724667.8780691965,111204.96354166667
networkbancor,42,128,128,32,0.001,0,3,3,126,572779.0846470424,252444.53385416666
networkbancor,42,128,128,64,0.0001,0,3,3,412,707971.2868303572,110483.1875
networkbancor,42,128,128,64,0.001,0,3,3,126,572832.2405831473,252741.77734375
networkbancor,42,128,256,32,0.0001,0,3,3,389,708252.3577008928,111611.1015625
networkbancor,42,128,256,32,0.001,0,3,3,126,572890.7447335379,253389.45572916666
networkbancor,42,128,256,64,0.0001,0,3,3,293,696962.2819475447,111916.203125
networkbancor,42,128,256,64,0.001,0,3,3,165,573569.5100097656,250410.5078125
networkbancor,42,256,32,32,0.0001,0,3,3,1000,818954.5814732143,114666.67708333333
networkbancor,42,256,32,32,0.001,0,3,3,126,602848.1841517857,165124.39583333334
networkbancor,42,256,32,64,0.0001,0,3,3,829,727454.5013950893,109741.22135416667
networkbancor,42,256,32,64,0.001,0,3,3,126,575079.3589564732,231147.19791666666
networkbancor,42,256,64,32,0.0001,0,3,3,865,728839.8791852678,109451.36979166667
networkbancor,42,256,64,32,0.001,0,3,3,126,573835.9043666294,240019.42057291666
networkbancor,42,256,64,64,0.0001,0,3,3,524,714800.1431361607,109944.6640625
networkbancor,42,256,64,64,0.001,0,3,3,126,572869.1249302456,249970.15885416666
networkbancor,42,256,128,32,0.0001,0,3,3,659,726091.9458705357,111849.31770833333
networkbancor,42,256,128,32,0.001,0,3,3,126,572784.114780971,252365.24609375
networkbancor,42,256,128,64,0.0001,0,3,3,365,704918.2765066965,111439.359375
networkbancor,42,256,128,64,0.001,0,3,3,156,572648.9452427456,253171.83333333334
networkbancor,42,256,256,32,0.0001,0,3,3,404,705572.8373325893,109011.5859375
networkbancor,42,256,256,32,0.001,0,3,3,126,572814.7861676897,253192.17447916666
networkbancor,42,256,256,64,0.0001,0,3,3,257,688541.9320591518,114925.5234375
networkbancor,42,256,256,64,0.001,0,3,3,134,573514.3467494419,252343.12239583334
networkbancor,42,512,32,32,0.0001,0,3,3,1000,881525.4937220982,124485.33333333333
networkbancor,42,512,32,32,0.001,0,3,3,129,637016.4313616072,134082.84895833334
networkbancor,42,512,32,64,0.0001,0,3,3,882,728180.6300223215,109733.7421875
networkbancor,42,512,32,64,0.001,0,3,3,126,575340.9331752232,230997.68098958334
networkbancor,42,512,64,32,0.0001,0,3,3,1000,734121.0538504465,113013.70052083333
networkbancor,42,512,64,32,0.001,0,3,3,126,576289.6458565848,225230.35807291666
networkbancor,42,512,64,64,0.0001,0,3,3,568,717416.7463727678,109116.82291666667
networkbancor,42,512,64,64,0.001,0,3,3,126,572798.6769321987,251280.3828125
networkbancor,42,512,128,32,0.0001,0,3,3,525,716516.5758928572,110849.62760416667
networkbancor,42,512,128,32,0.001,0,3,3,126,572793.5503976004,253023.85416666666
networkbancor,42,512,128,64,0.0001,0,3,3,366,703541.3934151785,111611.22916666667
networkbancor,42,512,128,64,0.001,0,3,3,126,572886.5372837612,252451.7421875
networkbancor,42,512,256,32,0.0001,0,3,3,378,706356.0200892857,112358.40885416667
networkbancor,42,512,256,32,0.001,0,3,3,126,572984.370954241,253282.3359375
networkbancor,42,512,256,64,0.0001,0,3,3,258,688101.7165178572,115414.6640625
networkbancor,42,512,256,64,0.001,0,3,3,137,573594.8895089285,252129.24348958334
networkbancor,42,64,32,32,0.0001,0.2,3,3,872,712095.2608816965,107726.31770833333
networkbancor,42,64,32,32,0.001,0.2,3,3,126,610094.3625837053,210294.30078125
networkbancor,42,64,32,64,0.0001,0.2,3,3,603,742877.7061941965,107614.23697916667
networkbancor,42,64,32,64,0.001,0.2,3,3,126,603630.9463588169,240394.04947916666
networkbancor,42,64,64,32,0.0001,0.2,3,3,687,754769.7739955357,108429.796875
networkbancor,42,64,64,32,0.001,0.2,3,3,126,564798.1636439732,236888.40625
networkbancor,42,64,64,64,0.0001,0.2,3,3,446,712168.0711495535,109177.82291666667
networkbancor,42,64,64,64,0.001,0.2,3,3,141,596827.0327845982,243654.40885416666
networkbancor,42,64,128,32,0.0001,0.2,3,3,529,732788.9885602678,107303.35677083333
networkbancor,42,64,128,32,0.001,0.2,3,3,166,597228.7566964285,239038.24609375
networkbancor,42,64,128,64,0.0001,0.2,3,3,316,699197.4695870535,112622.07291666667
networkbancor,42,64,128,64,0.001,0.2,3,3,128,581379.1029575893,245267.44401041666
networkbancor,42,64,256,32,0.0001,0.2,3,3,372,718706.3911830357,110136.765625
networkbancor,42,64,256,32,0.001,0.2,3,3,169,605426.0066964285,233431.83333333334
networkbancor,42,64,256,64,0.0001,0.2,3,3,250,706148.29296875,113689.25520833333
networkbancor,42,64,256,64,0.001,0.2,3,3,129,560110.2728097098,246849.86848958334
networkbancor,42,128,32,32,0.0001,0.2,3,3,932,733322.5256696428,108383.57291666667
networkbancor,42,128,32,32,0.001,0.2,3,3,126,619750.2134486607,210860.81380208334
networkbancor,42,128,32,64,0.0001,0.2,3,3,591,732107.9447544643,108596.671875
networkbancor,42,128,32,64,0.001,0.2,3,3,126,595980.7544642857,237916.45182291666
networkbancor,42,128,64,32,0.0001,0.2,3,3,662,719304.2282366072,110487.20572916667
networkbancor,42,128,64,32,0.001,0.2,3,3,126,602518.9662388393,229722.77083333334
networkbancor,42,128,64,64,0.0001,0.2,3,3,444,728490.6110491072,109309.76041666667
networkbancor,42,128,64,64,0.001,0.2,3,3,126,593508.304234096,242290.52734375
networkbancor,42,128,128,32,0.0001,0.2,3,3,431,729719.6283482143,108388.65625
networkbancor,42,128,128,32,0.001,0.2,3,3,126,594898.9429408482,235674.31510416666
networkbancor,42,128,128,64,0.0001,0.2,3,3,334,689934.3203125,110739.8515625
networkbancor,42,128,128,64,0.001,0.2,3,3,126,604968.9075055803,245278.51302083334
networkbancor,42,128,256,32,0.0001,0.2,3,3,318,715207.4874441965,109376.01302083333
networkbancor,42,128,256,32,0.001,0.2,3,3,142,619497.7681361607,235605.19401041666
networkbancor,42,128,256,64,0.0001,0.2,3,3,270,702974.8205915178,112230.8515625
networkbancor,42,128,256,64,0.001,0.2,3,3,150,596676.2611607143,244455.99348958334
networkbancor,42,256,32,32,0.0001,0.2,3,3,872,754078.5125558035,107614.64583333333
networkbancor,42,256,32,32,0.001,0.2,3,3,126,585172.66015625,204539.70703125
networkbancor,42,256,32,64,0.0001,0.2,3,3,597,735530.3211495535,108389.41145833333
networkbancor,42,256,32,64,0.001,0.2,3,3,126,577914.7241908482,240647.54427083334
networkbancor,42,256,64,32,0.0001,0.2,3,3,691,745199.1199776785,108790.5546875
networkbancor,42,256,64,32,0.001,0.2,3,3,126,589881.3500279018,233317.22916666666
networkbancor,42,256,64,64,0.0001,0.2,3,3,454,709188.4893973215,109660.09114583333
networkbancor,42,256,64,64,0.001,0.2,3,3,161,564554.7042410715,246372.10677083334
networkbancor,42,256,128,32,0.0001,0.2,3,3,482,750368.8387276785,108090.84375
networkbancor,42,256,128,32,0.001,0.2,3,3,128,584105.9709821428,238493.08984375
networkbancor,42,256,128,64,0.0001,0.2,3,3,343,684082.05078125,109584.6484375
networkbancor,42,256,128,64,0.001,0.2,3,3,148,567512.0260881697,245228.11848958334
networkbancor,42,256,256,32,0.0001,0.2,3,3,335,709427.7804129465,110664.69791666667
networkbancor,42,256,256,32,0.001,0.2,3,3,126,594621.7307477678,236324.98177083334
networkbancor,42,256,256,64,0.0001,0.2,3,3,250,680749.9404296875,113196.33333333333
networkbancor,42,256,256,64,0.001,0.2,3,3,156,585681.4482421875,246147.96223958334
networkbancor,42,512,32,32,0.0001,0.2,3,3,866,753383.5948660715,107695.1015625
networkbancor,42,512,32,32,0.001,0.2,3,3,126,611043.2173549107,217406.85026041666
networkbancor,42,512,32,64,0.0001,0.2,3,3,600,727879.67578125,107627.36458333333
networkbancor,42,512,32,64,0.001,0.2,3,3,126,579412.8677455357,240889.95572916666
networkbancor,42,512,64,32,0.0001,0.2,3,3,662,726790.4994419643,107639.4375
networkbancor,42,512,64,32,0.001,0.2,3,3,126,602217.7522321428,233346.25390625
networkbancor,42,512,64,64,0.0001,0.2,3,3,445,730628.7522321428,109190.44010416667
networkbancor,42,512,64,64,0.001,0.2,3,3,161,595203.9716796875,243463.25260416666
networkbancor,42,512,128,32,0.0001,0.2,3,3,503,729931.5599888393,107414.76822916667
networkbancor,42,512,128,32,0.001,0.2,3,3,159,591890.1220703125,244007.3828125
networkbancor,42,512,128,64,0.0001,0.2,3,3,339,703072.3727678572,111601.1796875
networkbancor,42,512,128,64,0.001,0.2,3,3,126,589044.4660993303,245739.22526041666
networkbancor,42,512,256,32,0.0001,0.2,3,3,387,705813.2979910715,110926.5703125
networkbancor,42,512,256,32,0.001,0.2,3,3,133,593060.6509486607,233943.93489583334
networkbancor,42,512,256,64,0.0001,0.2,3,3,247,692789.2015904018,112617.7890625
networkbancor,42,512,256,64,0.001,0.2,3,3,152,595659.5703822544,241743.50260416666
networkbancor,42,64,32,32,0.0001,0.35,3,3,879,726899.3895089285,105414.08333333333
networkbancor,42,64,32,32,0.001,0.35,3,3,126,624006.1911272322,199702.14583333334
networkbancor,42,64,32,64,0.0001,0.35,3,3,581,747162.0597098215,106142.07291666667
networkbancor,42,64,32,64,0.001,0.35,3,3,126,622944.6788504465,225022.59505208334
networkbancor,42,64,64,32,0.0001,0.35,3,3,699,775202.2818080357,107857.11458333333
networkbancor,42,64,64,32,0.001,0.35,3,3,126,617869.7375837053,216856.1328125
networkbancor,42,64,64,64,0.0001,0.35,3,3,419,727912.80078125,107895.24739583333
networkbancor,42,64,64,64,0.001,0.35,3,3,133,590158.6710379465,234950.85807291666
networkbancor,42,64,128,32,0.0001,0.35,3,3,444,745489.0616629465,107364.03645833333
networkbancor,42,64,128,32,0.001,0.35,3,3,126,657708.6707589285,223957.88151041666
networkbancor,42,64,128,64,0.0001,0.35,3,3,324,732910.0823102678,109659.73177083333
networkbancor,42,64,128,64,0.001,0.35,3,3,130,589282.6121651785,236522.93098958334
networkbancor,42,64,256,32,0.0001,0.35,3,3,358,757683.4835379465,105323.19270833333
networkbancor,42,64,256,32,0.001,0.35,3,3,141,657110.9045758928,216288.54947916666
networkbancor,42,64,256,64,0.0001,0.35,3,3,263,696558.115234375,113507.4453125
networkbancor,42,64,256,64,0.001,0.35,3,3,146,582423.2448381697,240771.4453125
networkbancor,42,128,32,32,0.0001,0.35,3,3,878,739948.2410714285,104995.59895833333
networkbancor,42,128,32,32,0.001,0.35,3,3,126,649235.5608258928,199149.96484375
networkbancor,42,128,32,64,0.0001,0.35,3,3,590,757344.7829241072,106724.55989583333
networkbancor,42,128,32,64,0.001,0.35,3,3,126,599157.1403459822,226830.3984375
networkbancor,42,128,64,32,0.0001,0.35,3,3,604,749306.09375,105623.84895833333
networkbancor,42,128,64,32,0.001,0.35,3,3,126,568853.9210379465,218240.3515625
networkbancor,42,128,64,64,0.0001,0.35,3,3,421,721419.53125,109742.8984375
networkbancor,42,128,64,64,0.001,0.35,3,3,134,613994.6284877232,232524.37109375
networkbancor,42,128,128,32,0.0001,0.35,3,3,507,736400.2424665178,104721.76041666667
networkbancor,42,128,128,32,0.001,0.35,3,3,132,620735.6838727678,228291.44140625
networkbancor,42,128,128,64,0.0001,0.35,3,3,321,709294.8741629465,110055.84375
networkbancor,42,128,128,64,0.001,0.35,3,3,127,616241.5340401785,236670.11067708334
networkbancor,42,128,256,32,0.0001,0.35,3,3,369,713125.3049665178,103975.13541666667
networkbancor,42,128,256,32,0.001,0.35,3,3,152,643627.1573660715,216441.35807291666
networkbancor,42,128,256,64,0.0001,0.35,3,3,245,676848.8228236607,113815.2734375
networkbancor,42,128,256,64,0.001,0.35,3,3,128,590188.4743303572,239074.04947916666
networkbancor,42,256,32,32,0.0001,0.35,3,3,930,769046.4313616072,105236.69270833333
networkbancor,42,256,32,32,0.001,0.35,3,3,126,609271.8409598215,195168.88541666666
networkbancor,42,256,32,64,0.0001,0.35,3,3,598,736470.3102678572,106454.02083333333
networkbancor,42,256,32,64,0.001,0.35,3,3,126,635992.5806361607,227990.26822916666
networkbancor,42,256,64,32,0.0001,0.35,3,3,600,741446.5418526785,105805.61197916667
networkbancor,42,256,64,32,0.001,0.35,3,3,126,663308.0873325893,224949.17447916666
networkbancor,42,256,64,64,0.0001,0.35,3,3,452,734090.1612723215,109130.5546875
networkbancor,42,256,64,64,0.001,0.35,3,3,157,596758.1629464285,237150.4453125
networkbancor,42,256,128,32,0.0001,0.35,3,3,489,736693.3147321428,106056.39583333333
networkbancor,42,256,128,32,0.001,0.35,3,3,129,605885.4288504465,224156.4140625
networkbancor,42,256,128,64,0.0001,0.35,3,3,319,706980.296875,110161.8828125
networkbancor,42,256,128,64,0.001,0.35,3,3,126,604878.9919084822,235727.17708333334
networkbancor,42,256,256,32,0.0001,0.35,3,3,328,720888.6676897322,109190.38020833333
networkbancor,42,256,256,32,0.001,0.35,3,3,133,626291.3922991072,210371.36067708334
networkbancor,42,256,256,64,0.0001,0.35,3,3,224,678375.9263392857,115243.76302083333
networkbancor,42,256,256,64,0.001,0.35,3,3,130,612500.6865234375,233631.36458333334
networkbancor,42,512,32,32,0.0001,0.35,3,3,844,752440.6224888393,104969.734375
networkbancor,42,512,32,32,0.001,0.35,3,3,126,628736.0775669643,194271.56119791666
networkbancor,42,512,32,64,0.0001,0.35,3,3,591,753003.3161272322,106970.84114583333
networkbancor,42,512,32,64,0.001,0.35,3,3,126,621137.6983816965,228696.125
networkbancor,42,512,64,32,0.0001,0.35,3,3,672,765882.72265625,106353.59375
networkbancor,42,512,64,32,0.001,0.35,3,3,126,611435.51171875,227041.84765625
networkbancor,42,512,64,64,0.0001,0.35,3,3,418,699979.7781808035,107978.859375
networkbancor,42,512,64,64,0.001,0.35,3,3,126,614781.9772600447,233495.38541666666
networkbancor,42,512,128,32,0.0001,0.35,3,3,462,724251.26953125,107148.61979166667
networkbancor,42,512,128,32,0.001,0.35,3,3,170,650578.6037946428,229401.79947916666
networkbancor,42,512,128,64,0.0001,0.35,3,3,340,702215.2548828125,109641.1875
networkbancor,42,512,128,64,0.001,0.35,3,3,126,618711.2583705357,234223.4765625
networkbancor,42,512,256,32,0.0001,0.35,3,3,312,722920.84765625,106995.26041666667
networkbancor,42,512,256,32,0.001,0.35,3,3,166,652955.2112165178,223605.84635416666
networkbancor,42,512,256,64,0.0001,0.35,3,3,239,696129.7393973215,112015.5234375
networkbancor,42,512,256,64,0.001,0.35,3,3,139,575706.9087611607,234918.28515625
networkbancor,42,64,32,32,0.0001,0.5,3,3,905,756612.8532366072,102361.64583333333
networkbancor,42,64,32,32,0.001,0.5,3,3,126,643304.9207589285,176913.5390625
networkbancor,42,64,32,64,0.0001,0.5,3,3,596,751345.5814732143,104527.51822916667
networkbancor,42,64,32,64,0.001,0.5,3,3,133,681800.5270647322,205492.95182291666
networkbancor,42,64,64,32,0.0001,0.5,3,3,653,742514.7561383928,103945.38802083333
networkbancor,42,64,64,32,0.001,0.5,3,3,126,656794.3571428572,196906.37760416666
networkbancor,42,64,64,64,0.0001,0.5,3,3,450,739252.8052455357,106174.00260416667
networkbancor,42,64,64,64,0.001,0.5,3,3,156,646807.3794642857,220513.47135416666
networkbancor,42,64,128,32,0.0001,0.5,3,3,495,720737.6277901785,105825.29166666667
networkbancor,42,64,128,32,0.001,0.5,3,3,158,599234.5262276785,207000.85677083334
networkbancor,42,64,128,64,0.0001,0.5,3,3,319,720833.8590959822,108939.01822916667
networkbancor,42,64,128,64,0.001,0.5,3,3,169,639040.5482700893,226167.49348958334
networkbancor,42,64,256,32,0.0001,0.5,3,3,377,732258.7254464285,100584.75
networkbancor,42,64,256,32,0.001,0.5,3,3,130,627158.3716517857,201389.69791666666
networkbancor,42,64,256,64,0.0001,0.5,3,3,249,744600.5415736607,112291.4375
networkbancor,42,64,256,64,0.001,0.5,3,3,133,628612.384765625,230927.6796875
networkbancor,42,128,32,32,0.0001,0.5,3,3,898,736142.5457589285,101614.94270833333
networkbancor,42,128,32,32,0.001,0.5,3,3,126,617163.8900669643,168826.08854166666
networkbancor,42,128,32,64,0.0001,0.5,3,3,597,739330.5694754465,104698.34375
networkbancor,42,128,32,64,0.001,0.5,3,3,144,607997.4832589285,205330.95442708334
networkbancor,42,128,64,32,0.0001,0.5,3,3,697,730325.8018973215,102723.22395833333
networkbancor,42,128,64,32,0.001,0.5,3,3,126,621202.1629464285,205130.20703125
networkbancor,42,128,64,64,0.0001,0.5,3,3,429,729943.8989955357,106333.9921875
networkbancor,42,128,64,64,0.001,0.5,3,3,161,618857.95703125,224093.79557291666
networkbancor,42,128,128,32,0.0001,0.5,3,3,487,736959.5686383928,103796.63802083333
networkbancor,42,128,128,32,0.001,0.5,3,3,154,645860.2561383928,207618.484375
networkbancor,42,128,128,64,0.0001,0.5,3,3,323,748531.1520647322,108159.22916666667
networkbancor,42,128,128,64,0.001,0.5,3,3,147,647768.1208147322,226491.99088541666
networkbancor,42,128,256,32,0.0001,0.5,3,3,396,743441.2488839285,103559.1640625
networkbancor,42,128,256,32,0.001,0.5,3,3,160,628740.2209821428,198989.81901041666
networkbancor,42,128,256,64,0.0001,0.5,3,3,224,710006.3683035715,111949.1171875
networkbancor,42,128,256,64,0.001,0.5,3,3,130,611799.8136160715,231634.98697916666
networkbancor,42,256,32,32,0.0001,0.5,3,3,921,771243.3900669643,100984.27864583333
networkbancor,42,256,32,32,0.001,0.5,3,3,126,702165.1316964285,179143.0859375
networkbancor,42,256,32,64,0.0001,0.5,3,3,605,723616.4698660715,103930.3671875
networkbancor,42,256,32,64,0.001,0.5,3,3,126,663617.7131696428,203137.3046875
networkbancor,42,256,64,32,0.0001,0.5,3,3,665,773424.2332589285,102434.5625
networkbancor,42,256,64,32,0.001,0.5,3,3,126,604729.8018973215,205574.65885416666
networkbancor,42,256,64,64,0.0001,0.5,3,3,428,728921.3091517857,107513.76041666667
networkbancor,42,256,64,64,0.001,0.5,3,3,151,622960.9955357143,221552.05729166666
networkbancor,42,256,128,32,0.0001,0.5,3,3,511,762256.9174107143,103655.0
networkbancor,42,256,128,32,0.001,0.5,3,3,127,649511.7307477678,210346.85677083334
networkbancor,42,256,128,64,0.0001,0.5,3,3,340,727531.9893973215,107869.29947916667
networkbancor,42,256,128,64,0.001,0.5,3,3,141,590770.5890066965,228265.64583333334
networkbancor,42,256,256,32,0.0001,0.5,3,3,346,736429.5658482143,103608.24739583333
networkbancor,42,256,256,32,0.001,0.5,3,3,126,642737.1414620535,204366.80598958334
networkbancor,42,256,256,64,0.0001,0.5,3,3,240,704775.5080915178,110936.08072916667
networkbancor,42,256,256,64,0.001,0.5,3,3,154,625160.3309151785,223346.46614583334
networkbancor,42,512,32,32,0.0001,0.5,3,3,871,775990.9899553572,103036.78645833333
networkbancor,42,512,32,32,0.001,0.5,3,3,126,651853.2474888393,174678.44010416666
networkbancor,42,512,32,64,0.0001,0.5,3,3,592,757014.9319196428,104112.54166666667
networkbancor,42,512,32,64,0.001,0.5,3,3,136,638174.4782366072,208929.73567708334
networkbancor,42,512,64,32,0.0001,0.5,3,3,618,729274.3716517857,103178.91927083333
networkbancor,42,512,64,32,0.001,0.5,3,3,126,630974.1651785715,205539.8984375
networkbancor,42,512,64,64,0.0001,0.5,3,3,429,740320.9280133928,105666.3515625
networkbancor,42,512,64,64,0.001,0.5,3,3,201,620696.252092634,223542.30859375
networkbancor,42,512,128,32,0.0001,0.5,3,3,501,739942.2901785715,101861.72916666667
networkbancor,42,512,128,32,0.001,0.5,3,3,167,663672.1969866072,201404.51302083334
networkbancor,42,512,128,64,0.0001,0.5,3,3,342,717141.65625,110335.3671875
networkbancor,42,512,128,64,0.001,0.5,3,3,129,621494.0064174107,230722.52864583334
networkbancor,42,512,256,32,0.0001,0.5,3,3,437,746594.9955357143,101335.85677083333
networkbancor,42,512,256,32,0.001,0.5,3,3,132,624703.5069754465,194212.43489583334
networkbancor,42,512,256,64,0.0001,0.5,3,3,274,733015.8364955357,106794.06510416667
networkbancor,42,512,256,64,0.001,0.5,3,3,152,612221.5265066965,227556.81901041666
networkbancor,42,64,32,32,0.0001,0,2,2,1000,924621.2878069197,136671.89322916666
networkbancor,42,64,32,32,0.001,0,2,2,126,630445.0555245535,138142.29947916666
networkbancor,42,64,32,64,0.0001,0,2,2,900,728560.7592075893,109379.48958333333
networkbancor,42,64,32,64,0.001,0,2,2,126,573900.762172154,239616.65625
networkbancor,42,64,64,32,0.0001,0,2,2,906,730268.5231584822,111302.13541666667
networkbancor,42,64,64,32,0.001,0,2,2,126,573222.4684012277,245390.50260416666
networkbancor,42,64,64,64,0.0001,0,2,2,492,713260.63671875,109412.37760416667
networkbancor,42,64,64,64,0.001,0,2,2,126,572748.2623116629,252544.10807291666
networkbancor,42,64,128,32,0.0001,0,2,2,628,722765.7882254465,110612.77083333333
networkbancor,42,64,128,32,0.001,0,2,2,126,572741.9843052456,251651.56901041666
networkbancor,42,64,128,64,0.0001,0,2,2,376,705671.5100446428,111877.54427083333
networkbancor,42,64,128,64,0.001,0,2,2,136,572916.9812360491,252967.87890625
networkbancor,42,64,256,32,0.0001,0,2,2,437,711854.1780133928,111431.44270833333
networkbancor,42,64,256,32,0.001,0,2,2,142,572955.4304547991,252205.49739583334
networkbancor,42,64,256,64,0.0001,0,2,2,295,695782.8405412947,114972.25520833333
networkbancor,42,64,256,64,0.001,0,2,2,126,573385.0144391741,252394.90625
networkbancor,42,128,32,32,0.0001,0,2,2,1000,846712.9386160715,118249.21354166667
networkbancor,42,128,32,32,0.001,0,2,2,126,582000.5712890625,203855.0859375
networkbancor,42,128,32,64,0.0001,0,2,2,787,725379.9252232143,109198.703125
networkbancor,42,128,32,64,0.001,0,2,2,126,573448.6673409598,242795.44010416666
networkbancor,42,128,64,32,0.0001,0,2,2,776,727049.6808035715,109212.40104166667
networkbancor,42,128,64,32,0.001,0,2,2,126,579664.111467634,212069.51171875
networkbancor,42,128,64,64,0.0001,0,2,2,628,721964.9751674107,110408.35677083333
networkbancor,42,128,64,64,0.001,0,2,2,126,572791.8089773996,252036.2890625
networkbancor,42,128,128,32,0.0001,0,2,2,630,721345.55078125,108467.71354166667
networkbancor,42,128,128,32,0.001,0,2,2,126,572852.8487025669,250836.51432291666
networkbancor,42,128,128,64,0.0001,0,2,2,359,703290.3208705357,110651.3046875
networkbancor,42,128,128,64,0.001,0,2,2,126,572779.4420340402,253034.79427083334
networkbancor,42,128,256,32,0.0001,0,2,2,418,709289.0340401785,109850.86458333333
networkbancor,42,128,256,32,0.001,0,2,2,340,981164.8879743303,148764.18489583334
networkbancor,42,128,256,64,0.0001,0,2,2,269,691530.1545758928,113516.54427083333
networkbancor,42,128,256,64,0.001,0,2,2,142,573380.1805943081,252777.48307291666
networkbancor,42,256,32,32,0.0001,0,2,2,1000,850416.1353236607,119626.72265625
networkbancor,42,256,32,32,0.001,0,2,2,126,591739.3310546875,180016.54947916666
networkbancor,42,256,32,64,0.0001,0,2,2,736,725225.0412946428,109561.6484375
networkbancor,42,256,32,64,0.001,0,2,2,126,573927.9797712053,239411.34765625
networkbancor,42,256,64,32,0.0001,0,2,2,756,725437.7661830357,111113.10416666667
networkbancor,42,256,64,32,0.001,0,2,2,126,587127.6863839285,191966.125
networkbancor,42,256,64,64,0.0001,0,2,2,567,719753.7427455357,110462.78125
networkbancor,42,256,64,64,0.001,0,2,2,126,573001.9637974331,248624.06640625
networkbancor,42,256,128,32,0.0001,0,2,2,544,716842.3959263393,110101.57552083333
networkbancor,42,256,128,32,0.001,0,2,2,126,572757.1595633371,252414.9765625
networkbancor,42,256,128,64,0.0001,0,2,2,448,712697.8364955357,111753.15104166667
networkbancor,42,256,128,64,0.001,0,2,2,126,572898.2260742188,252881.75651041666
networkbancor,42,256,256,32,0.0001,0,2,2,375,709308.7502790178,113248.75520833333
networkbancor,42,256,256,32,0.001,0,2,2,126,573022.4139927456,253267.84635416666
networkbancor,42,256,256,64,0.0001,0,2,2,283,693045.3864397322,112133.0390625
networkbancor,42,256,256,64,0.001,0,2,2,140,573444.5043247768,251033.86458333334
networkbancor,42,512,32,32,0.0001,0,2,2,1000,820161.3512834822,114428.27864583333
networkbancor,42,512,32,32,0.001,0,2,2,126,629545.0209263393,137555.01302083334
networkbancor,42,512,32,64,0.0001,0,2,2,845,727074.7321428572,109049.6015625
networkbancor,42,512,32,64,0.001,0,2,2,126,574553.9499162947,234901.78125
networkbancor,42,512,64,32,0.0001,0,2,2,751,725976.9447544643,108793.97135416667
networkbancor,42,512,64,32,0.001,0,2,2,126,574784.6515066965,233889.47916666666
networkbancor,42,512,64,64,0.0001,0,2,2,539,717177.2357700893,109544.71875
networkbancor,42,512,64,64,0.001,0,2,2,126,572785.9927804129,250996.69791666666
networkbancor,42,512,128,32,0.0001,0,2,2,701,722380.0418526785,112474.38541666667
networkbancor,42,512,128,32,0.001,0,2,2,126,572744.9974190848,252728.70182291666
networkbancor,42,512,128,64,0.0001,0,2,2,377,705874.70703125,110767.16927083333
networkbancor,42,512,128,64,0.001,0,2,2,126,572898.0285644531,252809.45833333334
networkbancor,42,512,256,32,0.0001,0,2,2,346,701281.693219866,112370.28645833333
networkbancor,42,512,256,32,0.001,0,2,2,126,573111.1810128348,253134.03385416666
networkbancor,42,512,256,64,0.0001,0,2,2,324,700637.2826450893,117451.05208333333
networkbancor,42,512,256,64,0.001,0,2,2,126,573614.2383858816,252113.38541666666
networkbancor,42,64,32,32,0.0001,0.2,2,2,852,747442.4221540178,107381.0703125
networkbancor,42,64,32,32,0.001,0.2,2,2,126,590266.9363839285,199579.35416666666
networkbancor,42,64,32,64,0.0001,0.2,2,2,605,722646.1286272322,108985.65625
